System.TransactionMsg,1,1,1,10000,10000,20150101,100100000,1,C
System.TransactionMsg,1,1,1,10000,20000,20150102,100100000,1,C
System.TransactionMsg,1,1,1,10000,10000,20150103,100100000,1,D
System.TransactionMsg,1,1,1,5000,5000,20150104,100100000,1,D
System.TransactionMsg,1,1,1,4000,1000,20150105,100100000,1,D
System.TransactionMsg,1,1,1,900,100,20150106,100100000,1,D
System.TransactionMsg,1,1,1,10,90,20150107,100100000,1,D
System.TransactionMsg,1,1,1,10,80,20150108,100100000,1,D
System.TransactionMsg,1,1,1,30,50,20150109,100100000,1,D
System.TransactionMsg,1,1,1,10,40,20150110,100100000,1,D
System.TransactionMsg,2,1,2,10000,10000,20150101,100100000,1,C
System.TransactionMsg,2,1,2,10000,20000,20150102,100100000,1,C
System.TransactionMsg,2,1,2,10000,10000,20150103,100100000,1,D
System.TransactionMsg,2,1,2,5000,5000,20150104,100100000,1,D
System.TransactionMsg,2,1,2,4000,1000,20150105,100100000,1,D
System.TransactionMsg,2,1,2,900,100,20150106,100100000,1,D
System.TransactionMsg,2,1,2,10,90,20150107,100100000,1,D
System.TransactionMsg,2,1,2,10,80,20150108,100100000,1,D
System.TransactionMsg,2,1,2,30,50,20150109,100100000,1,D
System.TransactionMsg,2,1,2,10,40,20150110,100100000,1,D
System.TransactionMsg,3,1,3,10000,10000,20150101,100100000,1,C
System.TransactionMsg,3,1,3,10000,20000,20150102,100100000,1,C
System.TransactionMsg,3,1,3,10000,10000,20150103,100100000,1,D
System.TransactionMsg,3,1,3,5000,5000,20150104,100100000,1,D
System.TransactionMsg,3,1,3,4000,1000,20150105,100100000,1,D
System.TransactionMsg,3,1,3,900,100,20150106,100100000,1,D
System.TransactionMsg,3,1,3,10,90,20150107,100100000,1,D
System.TransactionMsg,3,1,3,10,80,20150108,100100000,1,D
System.TransactionMsg,3,1,3,30,50,20150109,100100000,1,D
System.TransactionMsg,3,1,3,10,40,20150110,100100000,1,D
System.TransactionMsg,4,1,4,10000,10000,20150101,100100000,1,C
System.TransactionMsg,4,1,4,10000,20000,20150102,100100000,1,C
System.TransactionMsg,4,1,4,10000,10000,20150103,100100000,1,D
System.TransactionMsg,4,1,4,5000,5000,20150104,100100000,1,D
System.TransactionMsg,4,1,4,4000,1000,20150105,100100000,1,D
System.TransactionMsg,4,1,4,900,100,20150106,100100000,1,D
System.TransactionMsg,4,1,4,10,90,20150107,100100000,1,D
System.TransactionMsg,4,1,4,10,80,20150108,100100000,1,D
System.TransactionMsg,4,1,4,30,50,20150109,100100000,1,D
System.TransactionMsg,4,1,4,10,40,20150110,100100000,1,D
System.TransactionMsg,5,1,5,10000,10000,20150101,100100000,1,C
System.TransactionMsg,5,1,5,10000,20000,20150102,100100000,1,C
System.TransactionMsg,5,1,5,10000,10000,20150103,100100000,1,D
System.TransactionMsg,5,1,5,5000,5000,20150104,100100000,1,D
System.TransactionMsg,5,1,5,4000,1000,20150105,100100000,1,D
System.TransactionMsg,5,1,5,900,100,20150106,100100000,1,D
System.TransactionMsg,5,1,5,10,90,20150107,100100000,1,D
System.TransactionMsg,5,1,5,10,80,20150108,100100000,1,D
System.TransactionMsg,5,1,5,30,50,20150109,100100000,1,D
System.TransactionMsg,5,1,5,10,40,20150110,100100000,1,D
System.TransactionMsg,6,1,6,10000,10000,20150101,100100000,1,C
System.TransactionMsg,6,1,6,10000,20000,20150102,100100000,1,C
System.TransactionMsg,6,1,6,10000,10000,20150103,100100000,1,D
System.TransactionMsg,6,1,6,5000,5000,20150104,100100000,1,D
System.TransactionMsg,6,1,6,4000,1000,20150105,100100000,1,D
System.TransactionMsg,6,1,6,900,100,20150106,100100000,1,D
System.TransactionMsg,6,1,6,10,90,20150107,100100000,1,D
System.TransactionMsg,6,1,6,10,80,20150108,100100000,1,D
System.TransactionMsg,6,1,6,30,50,20150109,100100000,1,D
System.TransactionMsg,6,1,6,10,40,20150110,100100000,1,D
System.TransactionMsg,7,1,7,10000,10000,20150101,100100000,1,C
System.TransactionMsg,7,1,7,10000,20000,20150102,100100000,1,C
System.TransactionMsg,7,1,7,10000,10000,20150103,100100000,1,D
System.TransactionMsg,7,1,7,5000,5000,20150104,100100000,1,D
